Day,Date,Ouaddai sim,Ouaddai data,Ouaddai error,Sila sim,Sila data,Sila error,Wadi_Fira sim,Wadi_Fira data,Wadi_Fira error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
17,2023-05-03,33870,29836,0.1352,4431,10174,0.5645,3116,1407,1.2146,0.27732573580896736,41417,41417,41417,41417,0
18,2023-05-04,35869,31591,0.1354,4681,10772,0.5654,3300,1490,1.2148,0.27772330285271246,43853,43853,43853,43850,0
19,2023-05-05,37856,33346,0.1352,4937,11371,0.5658,3492,1572,1.2214,0.27790619801680744,46289,46289,46289,46285,0
20,2023-05-06,39829,35102,0.1347,5199,11969,0.5656,3698,1655,1.2344,0.2778803923983089,48726,48726,48726,48726,0
21,2023-05-07,41827,36857,0.1348,5447,12568,0.5666,3888,1738,1.2371,0.27834567949494754,51163,51163,51163,51162,0
22,2023-05-08,43817,38612,0.1348,5702,13166,0.5669,4079,1821,1.24,0.27849400175376404,53599,53599,53599,53598,0
23,2023-05-09,45789,40367,0.1343,5968,13765,0.5664,4273,1904,1.2442,0.2781783139410379,56036,56036,56036,56030,0
24,2023-05-10,47767,42122,0.134,6234,14363,0.566,4465,1986,1.2482,0.27796685536419763,58471,58471,58471,58466,0
25,2023-05-11,49732,43877,0.1334,6517,14962,0.5644,4658,2069,1.2513,0.27728705588756813,60908,60908,60908,60907,0
26,2023-05-12,51748,45632,0.134,6765,15560,0.5652,4828,2152,1.2435,0.27764271280626424,63344,63344,63344,63341,0
27,2023-05-13,53732,47387,0.1339,7039,16158,0.5644,5005,2235,1.2394,0.2771967163271511,65780,65780,65780,65776,0
28,2023-05-14,55722,49142,0.1339,7307,16757,0.5639,5186,2317,1.2382,0.27704644071772017,68216,68216,68216,68215,0
29,2023-05-15,57712,50897,0.1339,7564,17355,0.5642,5375,2400,1.2396,0.27714714374681537,70652,70652,70652,70651,0
30,2023-05-16,59716,52653,0.1341,7818,17954,0.5646,5555,2483,1.2372,0.2773430017786291,73090,73090,73090,73089,0
31,2023-05-17,61699,54408,0.134,8087,18552,0.5641,5737,2566,1.2358,0.27708338850197284,75526,75526,75526,75523,0
32,2023-05-18,63678,56163,0.1338,8342,19151,0.5644,5942,2649,1.2431,0.2772725523645832,77963,77963,77963,77962,0
33,2023-05-19,65653,57918,0.1336,8606,19749,0.5642,6133,2731,1.2457,0.2771213214259061,80398,80398,80398,80392,0
34,2023-05-20,67662,59673,0.1339,8858,20348,0.5647,6309,2814,1.242,0.2773465322629323,82835,82835,82835,82829,0
35,2023-05-21,69653,61428,0.1339,9139,20946,0.5637,6477,2897,1.2358,0.2769053957382932,85271,85271,85271,85269,0
36,2023-05-22,71649,63183,0.134,9387,21545,0.5643,6669,2980,1.2379,0.2772039038628175,87708,87708,87708,87705,0
37,2023-05-23,73659,64938,0.1343,9639,22143,0.5647,6845,3063,1.2347,0.27741169684061057,90144,90144,90144,90143,0
38,2023-05-24,75618,66693,0.1338,9917,22742,0.5639,7041,3145,1.2388,0.2770144739684597,92580,92580,92580,92576,0
39,2023-05-25,77590,68448,0.1336,10197,23340,0.5631,7229,3228,1.2395,0.27664814347057337,95016,95016,95016,95016,0
40,2023-05-26,79544,70204,0.133,10496,23939,0.5616,7409,3311,1.2377,0.2758327005561598,97454,97454,97454,97449,0
41,2023-05-27,81553,71959,0.1333,10759,24537,0.5615,7577,3394,1.2325,0.27585343878266094,99890,99890,99890,99889,0
42,2023-05-28,83530,73714,0.1332,11017,25136,0.5617,7777,3476,1.2373,0.27594159842073374,102326,102326,102326,102324,0
43,2023-05-29,85505,75469,0.133,11285,25734,0.5615,7970,3559,1.2394,0.27582520379526926,104762,104762,104762,104760,0
44,2023-05-30,87511,77224,0.1332,11535,26333,0.562,8150,3642,1.2378,0.2760566796332055,107199,107199,107199,107196,0
45,2023-05-31,89499,78979,0.1332,11798,26931,0.5619,8337,3725,1.2381,0.27605235554339397,109635,109635,109635,109634,0
46,2023-06-01,91481,80734,0.1331,12065,27530,0.5618,8522,3808,1.2379,0.2759476051110001,112072,112072,112072,112068,0
47,2023-06-02,93467,82489,0.1331,12333,28128,0.5615,8704,3890,1.2375,0.27585213131074954,114507,114507,114507,114504,0
48,2023-06-03,95472,84244,0.1333,12609,28727,0.5611,8858,3973,1.2295,0.2756105486386647,116944,116944,116944,116939,0
49,2023-06-04,97471,85999,0.1334,12859,29325,0.5615,9049,4056,1.231,0.27585022616853744,119380,119380,119380,119379,0
50,2023-06-05,99474,87755,0.1335,13101,29924,0.5622,9239,4139,1.2322,0.2761660838299759,121818,121818,121818,121814,0
51,2023-06-06,101446,89510,0.1333,13381,30522,0.5616,9419,4222,1.2309,0.27583820239187473,124254,124254,124254,124246,0
52,2023-06-07,103417,91265,0.1332,13674,31121,0.5606,9596,4304,1.2296,0.2754045307443366,126690,126690,126690,126687,0
53,2023-06-08,105405,93020,0.1331,13943,31719,0.5604,9775,4387,1.2282,0.2753047411055868,129126,129126,129126,129123,0
54,2023-06-09,107364,94775,0.1328,14213,32317,0.5602,9984,4470,1.2336,0.2752086468737173,131562,131562,131562,131561,0
55,2023-06-10,109371,96530,0.133,14461,32916,0.5607,10167,4553,1.233,0.27544981678967756,133999,133999,133999,133999,0
56,2023-06-11,111340,98285,0.1328,14725,33514,0.5606,10366,4635,1.2365,0.275407889529003,136434,136434,136434,136431,0
57,2023-06-12,113314,100040,0.1327,14995,34113,0.5604,10561,4718,1.2384,0.2753274621771284,138871,138871,138871,138870,0
58,2023-06-13,115302,101795,0.1327,15261,34711,0.5603,10743,4801,1.2377,0.27528006397418386,141307,141307,141307,141306,0
59,2023-06-14,117281,103550,0.1326,15520,35310,0.5605,10941,4884,1.2402,0.27533670970614427,143744,143744,143744,143742,0
60,2023-06-15,119252,105306,0.1324,15802,35908,0.5599,11123,4967,1.2394,0.27505626586218457,146181,146181,146181,146177,0
61,2023-06-16,121190,107061,0.132,16080,36507,0.5595,11341,5049,1.2462,0.27485415531197643,148617,148617,148617,148611,0
62,2023-06-17,123156,108816,0.1318,16356,37105,0.5592,11540,5132,1.2486,0.27471814528675365,151053,151053,151053,151052,0
63,2023-06-18,125141,110571,0.1318,16611,37704,0.5594,11737,5215,1.2506,0.27483875171020916,153490,153490,153490,153489,0
64,2023-06-19,127158,112326,0.132,16843,38302,0.5603,11921,5298,1.2501,0.27522029680745996,155926,155926,155926,155922,0
65,2023-06-20,129152,114081,0.1321,17095,38901,0.5606,12115,5381,1.2514,0.2753862960413733,158363,158363,158363,158362,0
66,2023-06-21,131123,115836,0.132,17360,39499,0.5605,12310,5463,1.2533,0.2753330265301807,160798,160798,160798,160793,0
67,2023-06-22,133144,117591,0.1323,17620,40098,0.5606,12470,5546,1.2485,0.2754004962171103,163235,163235,163235,163234,0
68,2023-06-23,135110,119346,0.1321,17892,40696,0.5603,12667,5629,1.2503,0.2752805258614966,165671,165671,165671,165669,0
69,2023-06-24,137087,121101,0.132,18177,41295,0.5598,12841,5712,1.2481,0.2750196302377043,168108,168108,168108,168105,0
70,2023-06-25,139065,122857,0.1319,18436,41893,0.5599,13040,5794,1.2506,0.2750668449197861,170544,170544,170544,170541,0
71,2023-06-26,141045,124612,0.1319,18708,42492,0.5597,13224,5877,1.2501,0.27496661483053053,172981,172981,172981,172977,0
72,2023-06-27,143026,126367,0.1318,18981,43090,0.5595,13408,5960,1.2497,0.27486503588591754,175417,175417,175417,175415,0
73,2023-06-28,145005,128122,0.1318,19248,43689,0.5594,13600,6043,1.2505,0.2748377882982671,177854,177854,177854,177853,0
74,2023-06-29,146955,129877,0.1315,19523,44287,0.5592,13809,6126,1.2542,0.27469632259138055,180290,180290,180290,180287,0
75,2023-06-30,148935,131632,0.1314,19796,44886,0.559,13991,6208,1.2537,0.2745969374911069,182726,182726,182726,182722,0
76,2023-07-01,150897,133387,0.1313,20081,45484,0.5585,14180,6291,1.254,0.27436515051684474,185162,185162,185162,185158,0
77,2023-07-02,152889,135142,0.1313,20347,46083,0.5585,14360,6374,1.2529,0.27435647311552835,187599,187599,187599,187596,0
78,2023-07-03,154856,136897,0.1312,20622,46681,0.5582,14555,6457,1.2541,0.27424421817033706,190035,190035,190035,190033,0
79,2023-07-04,156860,138653,0.1313,20895,47280,0.5581,14715,6540,1.25,0.27415273830615206,192473,192473,192473,192470,0
80,2023-07-05,159626,141435,0.1286,21273,47534,0.5525,14953,6885,1.1718,0.26815893471667673,195854,195854,195854,195852,0
81,2023-07-06,162367,144218,0.1258,21644,47788,0.5471,15222,7230,1.1054,0.26242747294665625,199236,199236,199236,199233,0
82,2023-07-07,165129,147001,0.1233,22005,48042,0.542,15480,7575,1.0436,0.2569860525718347,202618,202618,202618,202614,0
83,2023-07-08,167894,149784,0.1209,22341,48297,0.5374,15764,7921,0.9902,0.2519829904564033,206002,206002,206002,205999,0
84,2023-07-09,170593,152567,0.1182,22755,48551,0.5313,16035,8266,0.9399,0.24639418484697972,209384,209384,209384,209383,0
85,2023-07-10,173334,155350,0.1158,23147,48805,0.5257,16284,8611,0.8911,0.24118045176390965,212766,212766,212766,212765,0
86,2023-07-11,176103,158133,0.1136,23509,49059,0.5208,16532,8956,0.8459,0.23639358217517628,216148,216148,216148,216144,0
87,2023-07-12,178895,160916,0.1117,23861,49314,0.5161,16771,9302,0.8029,0.23186141428128929,219532,219532,219532,219527,0
88,2023-07-13,181660,163699,0.1097,24219,49568,0.5114,17032,9647,0.7655,0.22741954296275693,222914,222914,222914,222911,0
89,2023-07-14,184449,166482,0.1079,24573,49822,0.5068,17270,9992,0.7284,0.22313253437975042,226296,226296,226296,226292,0
90,2023-07-15,187237,169265,0.1062,24911,50077,0.5025,17532,10338,0.6959,0.21913967258794845,229680,229680,229680,229680,0
91,2023-07-16,190010,172048,0.1044,25256,50331,0.4982,17792,10683,0.6654,0.21516163081068557,233062,233062,233062,233058,0
92,2023-07-17,192790,174831,0.1027,25601,50585,0.4939,18051,11028,0.6368,0.21132276564429633,236444,236444,236444,236442,0
93,2023-07-18,195562,177614,0.1011,25971,50839,0.4892,18292,11373,0.6084,0.20737951681635852,239826,239826,239826,239825,0
94,2023-07-19,198299,180397,0.0992,26354,51094,0.4842,18554,11719,0.5832,0.2034332469881995,243210,243210,243210,243207,0
95,2023-07-20,201047,183180,0.0975,26693,51348,0.4802,18848,12064,0.5623,0.19994971450817545,246592,246592,246592,246588,0
96,2023-07-21,203838,185963,0.0961,27035,51602,0.4761,19094,12409,0.5387,0.1965284389576516,249974,249974,249974,249967,0
97,2023-07-22,206576,188746,0.0945,27425,51856,0.4711,19353,12754,0.5174,0.1928511659483099,253356,253356,253356,253354,0
98,2023-07-23,209336,191529,0.093,27797,52111,0.4666,19603,13100,0.4964,0.18939004440289786,256740,256740,256740,256736,0
99,2023-07-24,212108,194312,0.0916,28156,52365,0.4623,19849,13445,0.4763,0.18610113715871784,260122,260122,260122,260113,0
100,2023-07-25,214868,197095,0.0902,28517,52619,0.458,20115,13790,0.4587,0.18291942437306455,263504,263504,263504,263500,0
101,2023-07-26,217612,199877,0.0887,28881,52874,0.4538,20389,14136,0.4423,0.1797802066042932,266887,266887,266887,266882,0
102,2023-07-27,220341,202660,0.0872,29272,53128,0.449,20653,14481,0.4262,0.1765241296634094,270269,270269,270269,270266,0
103,2023-07-28,223100,205443,0.0859,29646,53382,0.4446,20902,14826,0.4098,0.17346547244482935,273651,273651,273651,273648,0
104,2023-07-29,225880,208226,0.0848,30013,53636,0.4404,21136,15171,0.3932,0.17052842080185393,277033,277033,277033,277029,0
105,2023-07-30,228621,211009,0.0835,30375,53891,0.4364,21416,15517,0.3802,0.16770381253632982,280417,280417,280417,280412,0
106,2023-07-31,231407,213792,0.0824,30721,54145,0.4326,21667,15862,0.366,0.16506048294743816,283799,283799,283799,283795,0
107,2023-08-01,234166,216575,0.0812,31110,54399,0.4281,21903,16207,0.3515,0.1621834313551384,287181,287181,287181,287179,0
108,2023-08-02,236901,219358,0.08,31479,54654,0.424,22181,16553,0.34,0.15950303718617176,290565,290565,290565,290561,0
109,2023-08-03,239683,222141,0.079,31803,54908,0.4208,22458,16898,0.329,0.15719500454163507,293947,293947,293947,293944,0
110,2023-08-04,242450,224924,0.0779,32184,55162,0.4166,22691,17243,0.316,0.15454933760245385,297329,297329,297329,297325,0
111,2023-08-05,245231,227707,0.077,32536,55416,0.4129,22942,17588,0.3044,0.15216603316805838,300711,300711,300711,300709,0
112,2023-08-06,247957,230490,0.0758,32916,55671,0.4087,23219,17934,0.2947,0.14964731416169288,304095,304095,304095,304092,0
113,2023-08-07,250693,233273,0.0747,33300,55925,0.4046,23476,18279,0.2843,0.1471394608377212,307477,307477,307477,307469,0
114,2023-08-08,253443,236056,0.0737,33680,56179,0.4005,23732,18624,0.2743,0.14474086322094584,310859,310859,310859,310855,0
115,2023-08-09,256195,238839,0.0727,34059,56433,0.3965,23985,18969,0.2644,0.1423938951314437,314241,314241,314241,314239,0
116,2023-08-10,258932,241622,0.0716,34429,56688,0.3927,24261,19315,0.2561,0.1401495474222747,317625,317625,317625,317622,0
117,2023-08-11,261666,244405,0.0706,34792,56942,0.389,24547,19660,0.2486,0.13799699071982854,321007,321007,321007,321005,0
118,2023-08-12,264444,247188,0.0698,35175,57196,0.385,24765,20005,0.2379,0.13575367845395497,324389,324389,324389,324384,0
119,2023-08-13,267174,249971,0.0688,35543,57451,0.3813,25054,20351,0.2311,0.13367177894457444,327773,327773,327773,327771,0
120,2023-08-14,269918,252754,0.0679,35896,57705,0.3779,25338,20696,0.2243,0.13170569672811824,331155,331155,331155,331152,0
121,2023-08-15,272652,255537,0.067,36274,57959,0.3741,25607,21041,0.217,0.12962990640796085,334537,334537,334537,334533,0
122,2023-08-16,275404,258320,0.0661,36656,58213,0.3703,25856,21386,0.209,0.12757791068273758,337919,337919,337919,337916,0
123,2023-08-17,278199,261102,0.0655,36996,58468,0.3672,26103,21732,0.2011,0.12581233042876983,341302,341302,341302,341298,0
124,2023-08-18,280922,263885,0.0646,37352,58722,0.3639,26405,22077,0.196,0.12398312657390538,344684,344684,344684,344679,0
125,2023-08-19,283691,266668,0.0638,37730,58976,0.3602,26642,22422,0.1882,0.12207167606143662,348066,348066,348066,348063,0
126,2023-08-20,286486,269451,0.0632,38085,59231,0.357,26876,22768,0.1804,0.12032721582017357,351450,351450,351450,351447,0
127,2023-08-21,289246,272234,0.0625,38459,59485,0.3535,27123,23113,0.1735,0.11850114983992424,354832,354832,354832,354828,0
128,2023-08-22,292000,275017,0.0618,38828,59739,0.35,27382,23458,0.1673,0.11674027257449457,358214,358214,358214,358210,0
129,2023-08-23,294744,277800,0.061,39203,59993,0.3465,27648,23803,0.1615,0.11498744455137778,361596,361596,361596,361595,0
130,2023-08-24,297496,280583,0.0603,39587,60248,0.3429,27894,24149,0.1551,0.1132089429557784,364980,364980,364980,364977,0
131,2023-08-25,300228,283366,0.0595,39966,60502,0.3394,28162,24494,0.1498,0.11148272623126164,368362,368362,368362,368356,0
132,2023-08-26,303000,286149,0.0589,40315,60756,0.3364,28421,24839,0.1442,0.10995200998536628,371744,371744,371744,371736,0
133,2023-08-27,305752,288932,0.0582,40672,61010,0.3334,28698,25184,0.1395,0.10842223679510352,375126,375126,375126,375122,0
134,2023-08-28,308510,291715,0.0576,41050,61265,0.33,28947,25530,0.1338,0.10680563261208423,378510,378510,378510,378507,0
135,2023-08-29,311265,294498,0.0569,41424,61519,0.3266,29198,25875,0.1284,0.10522608486168865,381892,381892,381892,381887,0
136,2023-08-30,314015,297281,0.0563,41785,61773,0.3236,29467,26220,0.1238,0.1037417526228087,385274,385274,385274,385267,0
137,2023-08-31,316781,300064,0.0557,42145,62028,0.3205,29730,26566,0.1191,0.10231102923392803,388658,388658,388658,388656,0
138,2023-09-01,319544,302847,0.0551,42499,62282,0.3176,29990,26911,0.1144,0.10090551984491379,392040,392040,392040,392033,0
139,2023-09-02,322273,305630,0.0545,42905,62536,0.3139,30241,27256,0.1095,0.09928380312678607,395422,395422,395422,395419,0
140,2023-09-03,325061,308413,0.054,43274,62790,0.3108,30465,27601,0.1038,0.09786260920151252,398804,398804,398804,398800,0
141,2023-09-04,327800,311196,0.0534,43656,63045,0.3075,30728,27947,0.0995,0.09640765015365949,402188,402188,402188,402184,0
142,2023-09-05,330560,313979,0.0528,44035,63299,0.3043,30972,28292,0.0947,0.09498976748773331,405570,405570,405570,405567,0
143,2023-09-06,333351,316762,0.0524,44365,63553,0.3019,31234,28637,0.0907,0.09383497329759972,408952,408952,408952,408950,0
144,2023-09-07,336115,319545,0.0519,44725,63808,0.2991,31491,28983,0.0865,0.09254831011602188,412336,412336,412336,412331,0
