Date,Province,UNHCR_observed,FLEE_mean,FLEE_SD,Difference,Absolute_error_percent
2023-07-03,Ouaddai,138653.0,156985.26666666666,161.1212722386963,18332.266666666663,13.221687714414157
2023-07-03,Sila,47280.0,20879.066666666666,159.02264712565494,-26400.933333333334,55.839537507050196
2023-07-03,Wadi_Fira,6540.0,14605.966666666667,91.66599163805793,8065.966666666667,123.33282364933741
2023-09-06,Ouaddai,319545.0,336226.5,216.28808215608788,16681.5,5.220391494155753
2023-09-06,Sila,63808.0,44795.2,206.83650048053528,-19012.800000000003,29.79689067201605
2023-09-06,Wadi_Fira,28983.0,31310.833333333332,128.70846054588625,2327.833333333332,8.031719743757831
