Date,Runs,Ouaddai_observed,Ouaddai_mean,Ouaddai_sd,Ouaddai_bias,Ouaddai_error_percent,Sila_observed,Sila_mean,Sila_sd,Sila_bias,Sila_error_percent,Wadi_Fira_observed,Wadi_Fira_mean,Wadi_Fira_sd,Wadi_Fira_bias,Wadi_Fira_error_percent,MAE_mean,MAE_sd,RMSE_mean,RMSE_sd,MAPE_mean_percent,MAPE_sd_percent,WAPE_mean_percent,WAPE_sd_percent
2023-07-03,30,138653.0,156985.26666666666,161.1212722386963,18332.266666666663,13.221687714414157,47280.0,20879.066666666666,159.02264712565494,-26400.933333333334,55.839537507050196,6540.0,14605.966666666667,91.66599163805793,8065.966666666667,123.33282364933741,17599.722222222223,105.96891336734299,19132.491104521305,120.50932082014637,64.13134962360058,0.5062910334106264,27.431986131388125,0.16516952512925448
2023-09-06,30,319545.0,336226.5,216.28808215608788,16681.5,5.220391494155753,63808.0,44795.2,206.83650048053528,-19012.800000000003,29.79689067201605,28983.0,31310.833333333332,128.70846054588625,2327.833333333332,8.031719743757831,12674.044444444444,138.00912661622843,14665.188263613569,163.12026975972407,14.349667303309879,0.20809731423439812,9.221152975566854,0.10041019456188292
