MAE,RMSE,MAPE_percent,WAPE_percent,Ouaddai_observed,Ouaddai_simulated,Ouaddai_difference,Sila_observed,Sila_simulated,Sila_difference,Wadi_Fira_observed,Wadi_Fira_simulated,Wadi_Fira_difference,Scenario,Sensitivity_type,Target,Percentage_change,Seed,Date
18420.0,21369.366345308415,20.677509777458468,13.401691824143416,319545.0,343959.0,24414.0,63808.0,36175.0,-27633.0,28983.0,32196.0,3213.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1003,2023-09-06
18131.0,21027.985566858275,20.372154451013426,13.191426409530091,319545.0,343558.0,24013.0,63808.0,36609.0,-27199.0,28983.0,32164.0,3181.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1004,2023-09-06
18002.0,20892.97773575291,20.18019030760613,13.097570913041793,319545.0,343433.0,23888.0,63808.0,36804.0,-27004.0,28983.0,32097.0,3114.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1005,2023-09-06
18217.333333333332,21186.618056373856,20.284315679571442,13.254239261185052,319545.0,343850.0,24305.0,63808.0,36481.0,-27327.0,28983.0,32003.0,3020.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1006,2023-09-06
18285.333333333332,21279.591913380293,20.31728521379197,13.303713476388188,319545.0,343981.0,24436.0,63808.0,36378.0,-27430.0,28983.0,31973.0,2990.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1007,2023-09-06
18176.666666666668,21134.38932167192,20.25445230853063,13.224651740328275,319545.0,343781.0,24236.0,63808.0,36542.0,-27266.0,28983.0,32011.0,3028.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1008,2023-09-06
18332.666666666668,21332.526432656774,20.376004913401573,13.338151410500174,319545.0,344039.0,24494.0,63808.0,36308.0,-27500.0,28983.0,31987.0,3004.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1009,2023-09-06
18115.0,21062.668816336325,20.186650405893637,13.179785417717591,319545.0,343697.0,24152.0,63808.0,36633.0,-27175.0,28983.0,32001.0,3018.0,foro_baranga_minus20,population,Foro_Baranga,-20.0,1010,2023-09-06
7740.333333333333,8818.722450937363,9.22435845324489,5.631572309960808,319545.0,329292.0,9747.0,63808.0,52196.0,-11612.0,28983.0,30845.0,1862.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1001,2023-09-06
7419.666666666667,8509.329997126682,8.649958533019316,5.398267432385239,319545.0,329072.0,9527.0,63808.0,52677.0,-11131.0,28983.0,30584.0,1601.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1002,2023-09-06
7560.0,8617.437708893907,8.995849316029403,5.500368631407396,319545.0,329077.0,9532.0,63808.0,52465.0,-11343.0,28983.0,30788.0,1805.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1003,2023-09-06
7527.0,8574.752105260342,8.974029915241484,5.476359085794109,319545.0,329019.0,9474.0,63808.0,52515.0,-11293.0,28983.0,30797.0,1814.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1004,2023-09-06
7267.333333333333,8273.318640867963,8.68328257239944,5.2874354895037055,319545.0,328675.0,9130.0,63808.0,52906.0,-10902.0,28983.0,30753.0,1770.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1005,2023-09-06
7598.0,8684.15607106797,8.958576799743662,5.528015986962089,319545.0,329205.0,9660.0,63808.0,52410.0,-11398.0,28983.0,30719.0,1736.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1006,2023-09-06
7728.666666666667,8881.750690789138,8.950062281835326,5.623084086764192,319545.0,329526.0,9981.0,63808.0,52213.0,-11595.0,28983.0,30593.0,1610.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1007,2023-09-06
7625.333333333333,8724.013716938627,8.961264877377983,5.5479026813084475,319545.0,329268.0,9723.0,63808.0,52369.0,-11439.0,28983.0,30697.0,1714.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1008,2023-09-06
7646.0,8765.40681695189,8.925266480451546,5.562938962399596,319545.0,329352.0,9807.0,63808.0,52338.0,-11470.0,28983.0,30644.0,1661.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1009,2023-09-06
7371.0,8428.1981269229,8.679922868850161,5.362859415622212,319545.0,328926.0,9381.0,63808.0,52749.0,-11059.0,28983.0,30656.0,1673.0,foro_baranga_plus20,population,Foro_Baranga,20.0,1010,2023-09-06
14549.666666666666,16601.91228945228,15.821972002042731,10.585784408831632,319545.0,341368.0,21823.0,63808.0,45397.0,-18411.0,28983.0,25568.0,-3415.0,kulbus_minus20,population,Kulbus,-20.0,1001,2023-09-06
14582.333333333334,16571.930696210384,15.999562616730397,10.609551433782158,319545.0,341417.0,21872.0,63808.0,45582.0,-18226.0,28983.0,25334.0,-3649.0,kulbus_minus20,population,Kulbus,-20.0,1002,2023-09-06
14746.666666666666,16826.368730854163,16.037295418432187,10.729114120523068,319545.0,341662.0,22117.0,63808.0,45147.0,-18661.0,28983.0,25521.0,-3462.0,kulbus_minus20,population,Kulbus,-20.0,1003,2023-09-06
14523.666666666666,16560.728436072288,15.818034548490731,10.566867797136316,319545.0,341328.0,21783.0,63808.0,45467.0,-18341.0,28983.0,25536.0,-3447.0,kulbus_minus20,population,Kulbus,-20.0,1004,2023-09-06
14399.333333333334,16383.415130348536,15.757435965782454,10.476407589926662,319545.0,341142.0,21597.0,63808.0,45744.0,-18064.0,28983.0,25446.0,-3537.0,kulbus_minus20,population,Kulbus,-20.0,1005,2023-09-06
14698.666666666666,16738.748200905982,16.053477925496846,10.694191145085561,319545.0,341592.0,22047.0,63808.0,45320.0,-18488.0,28983.0,25422.0,-3561.0,kulbus_minus20,population,Kulbus,-20.0,1006,2023-09-06
14781.333333333334,16814.166011630394,16.18370774881721,10.754336269450157,319545.0,341715.0,22170.0,63808.0,45278.0,-18530.0,28983.0,25339.0,-3644.0,kulbus_minus20,population,Kulbus,-20.0,1007,2023-09-06
14689.333333333334,16744.672008333477,16.008715454676818,10.687400566528268,319545.0,341577.0,22032.0,63808.0,45275.0,-18533.0,28983.0,25480.0,-3503.0,kulbus_minus20,population,Kulbus,-20.0,1008,2023-09-06
14799.333333333334,16876.79375157892,16.114216226465388,10.767432385239223,319545.0,341743.0,22198.0,63808.0,45115.0,-18693.0,28983.0,25476.0,-3507.0,kulbus_minus20,population,Kulbus,-20.0,1009,2023-09-06
14593.0,16647.730205646654,15.87693597355004,10.617312094990492,319545.0,341432.0,21887.0,63808.0,45353.0,-18455.0,28983.0,25546.0,-3437.0,kulbus_minus20,population,Kulbus,-20.0,1010,2023-09-06
13321.666666666666,14211.275441235619,21.02933538646473,9.692338287222071,319545.0,331393.0,11848.0,63808.0,43824.0,-19984.0,28983.0,37116.0,8133.0,kulbus_plus20,population,Kulbus,20.0,1001,2023-09-06
13145.666666666666,14020.466670787626,20.78858600442933,9.564287377284545,319545.0,331201.0,11656.0,63808.0,44088.0,-19720.0,28983.0,37044.0,8061.0,kulbus_plus20,population,Kulbus,20.0,1002,2023-09-06
13300.666666666666,14183.864024540939,21.061464415970764,9.677059485468162,319545.0,331311.0,11766.0,63808.0,43854.0,-19954.0,28983.0,37165.0,8182.0,kulbus_plus20,population,Kulbus,20.0,1003,2023-09-06
13140.333333333334,14006.075384156215,20.892751953161422,9.560407046680378,319545.0,331088.0,11543.0,63808.0,44095.0,-19713.0,28983.0,37148.0,8165.0,kulbus_plus20,population,Kulbus,20.0,1004,2023-09-06
12906.0,13748.398330957198,20.62163666227339,9.38991502075977,319545.0,330786.0,11241.0,63808.0,44448.0,-19360.0,28983.0,37100.0,8117.0,kulbus_plus20,population,Kulbus,20.0,1005,2023-09-06
13239.0,14124.624938973306,20.88050931583286,9.632193162857476,319545.0,331337.0,11792.0,63808.0,43948.0,-19860.0,28983.0,37048.0,8065.0,kulbus_plus20,population,Kulbus,20.0,1006,2023-09-06
13396.0,14305.800222287462,20.972883286435398,9.746420395017656,319545.0,331625.0,12080.0,63808.0,43712.0,-20096.0,28983.0,36995.0,8012.0,kulbus_plus20,population,Kulbus,20.0,1007,2023-09-06
13292.0,14188.745422575834,20.874697579071032,9.67075394823639,319545.0,331470.0,11925.0,63808.0,43869.0,-19939.0,28983.0,36995.0,8012.0,kulbus_plus20,population,Kulbus,20.0,1008,2023-09-06
13319.333333333334,14220.465651072518,20.888889286140046,9.690640642582748,319545.0,331522.0,11977.0,63808.0,43828.0,-19980.0,28983.0,36984.0,8001.0,kulbus_plus20,population,Kulbus,20.0,1009,2023-09-06
12975.0,13842.299146697656,20.474834595080452,9.440116797951186,319545.0,331091.0,11546.0,63808.0,44343.0,-19465.0,28983.0,36897.0,7914.0,kulbus_plus20,population,Kulbus,20.0,1010,2023-09-06
12864.333333333334,14839.63237415267,14.71122374955148,9.35959993791471,319545.0,336338.0,16793.0,63808.0,44511.0,-19297.0,28983.0,31486.0,2503.0,routes_minus20,routes,all_routes,-20.0,1001,2023-09-06
12647.0,14650.844583163116,14.263246701454158,9.201476465794887,319545.0,336245.0,16700.0,63808.0,44837.0,-18971.0,28983.0,31253.0,2270.0,routes_minus20,routes,all_routes,-20.0,1002,2023-09-06
12881.0,14859.578156865693,14.727937422157558,9.371725971052735,319545.0,336362.0,16817.0,63808.0,44486.0,-19322.0,28983.0,31487.0,2504.0,routes_minus20,routes,all_routes,-20.0,1003,2023-09-06
12774.666666666666,14727.373764524345,14.637179313676777,9.294361879632145,319545.0,336194.0,16649.0,63808.0,44646.0,-19162.0,28983.0,31496.0,2513.0,routes_minus20,routes,all_routes,-20.0,1004,2023-09-06
12582.666666666666,14515.393851586206,14.386617681524156,9.154669977882115,319545.0,335973.0,16428.0,63808.0,44934.0,-18874.0,28983.0,31429.0,2446.0,routes_minus20,routes,all_routes,-20.0,1005,2023-09-06
12803.333333333334,14813.28851628384,14.498894131167498,9.315218656629545,319545.0,336395.0,16850.0,63808.0,44603.0,-19205.0,28983.0,31338.0,2355.0,routes_minus20,routes,all_routes,-20.0,1006,2023-09-06
12915.333333333334,14971.91697812942,14.533068993683957,9.396705599317063,319545.0,336631.0,17086.0,63808.0,44435.0,-19373.0,28983.0,31270.0,2287.0,routes_minus20,routes,all_routes,-20.0,1007,2023-09-06
12826.0,14833.431655104852,14.544673587908683,9.331710061697256,319545.0,336405.0,16860.0,63808.0,44568.0,-19240.0,28983.0,31361.0,2378.0,routes_minus20,routes,all_routes,-20.0,1008,2023-09-06
12890.666666666666,14928.085231089306,14.553803468028818,9.378759070272787,319545.0,336552.0,17007.0,63808.0,44472.0,-19336.0,28983.0,31312.0,2329.0,routes_minus20,routes,all_routes,-20.0,1009,2023-09-06
12666.666666666666,14649.257182533182,14.36309695719054,9.215785184897753,319545.0,336197.0,16652.0,63808.0,44808.0,-19000.0,28983.0,31331.0,2348.0,routes_minus20,routes,all_routes,-20.0,1010,2023-09-06
12864.333333333334,14839.311405857079,14.712269534045545,9.35959993791471,319545.0,336337.0,16792.0,63808.0,44511.0,-19297.0,28983.0,31487.0,2504.0,routes_plus20,routes,all_routes,20.0,1001,2023-09-06
12646.666666666666,14650.188098906217,14.264606256504072,9.201233945132126,319545.0,336242.0,16697.0,63808.0,44836.0,-18972.0,28983.0,31254.0,2271.0,routes_plus20,routes,all_routes,20.0,1002,2023-09-06
12880.333333333334,14858.823697273841,14.727728792178475,9.371240929727213,319545.0,336360.0,16815.0,63808.0,44486.0,-19322.0,28983.0,31487.0,2504.0,routes_plus20,routes,all_routes,20.0,1003,2023-09-06
12773.666666666666,14726.243343093309,14.636866368708148,9.293634317643864,319545.0,336191.0,16646.0,63808.0,44646.0,-19162.0,28983.0,31496.0,2513.0,routes_plus20,routes,all_routes,20.0,1004,2023-09-06
12581.333333333334,14513.884938223811,14.386200421565986,9.153699895231075,319545.0,335969.0,16424.0,63808.0,44934.0,-18874.0,28983.0,31429.0,2446.0,routes_plus20,routes,all_routes,20.0,1005,2023-09-06
12802.333333333334,14812.151081685153,14.498581186198875,9.314491094641264,319545.0,336392.0,16847.0,63808.0,44603.0,-19205.0,28983.0,31338.0,2355.0,routes_plus20,routes,all_routes,20.0,1006,2023-09-06
12914.666666666666,14971.156201175647,14.532860363704872,9.39622055799154,319545.0,336629.0,17084.0,63808.0,44435.0,-19373.0,28983.0,31270.0,2287.0,routes_plus20,routes,all_routes,20.0,1007,2023-09-06
12826.666666666666,14834.189428479063,14.544882217887768,9.332195103022778,319545.0,336407.0,16862.0,63808.0,44568.0,-19240.0,28983.0,31361.0,2378.0,routes_plus20,routes,all_routes,20.0,1008,2023-09-06
12890.666666666666,14928.241445885937,14.555057724665007,9.378759070272787,319545.0,336549.0,17004.0,63808.0,44469.0,-19339.0,28983.0,31312.0,2329.0,routes_plus20,routes,all_routes,20.0,1009,2023-09-06
12665.333333333334,14647.74166893996,14.362679697232373,9.21481510224671,319545.0,336193.0,16648.0,63808.0,44808.0,-19000.0,28983.0,31331.0,2348.0,routes_plus20,routes,all_routes,20.0,1010,2023-09-06
