Day,Date,Ouaddai sim,Ouaddai data,Ouaddai error,Sila sim,Sila data,Sila error,Wadi_Fira sim,Wadi_Fira data,Wadi_Fira error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
110,2023-08-04,242332,224924,0.0774,32366,55162,0.4133,22629,17243,0.3124,0.15333183106928688,297329,297329,297329,297327,0
111,2023-08-05,245099,227707,0.0764,32723,55416,0.4095,22884,17588,0.3011,0.15091233775950996,300711,300711,300711,300706,0
112,2023-08-06,247872,230490,0.0754,33083,55671,0.4057,23135,17934,0.29,0.14854239629063287,304095,304095,304095,304090,0
113,2023-08-07,250613,233273,0.0743,33462,55925,0.4017,23398,18279,0.28,0.14609873258812855,307477,307477,307477,307473,0
114,2023-08-08,253427,236056,0.0736,33774,56179,0.3988,23656,18624,0.2702,0.14414252120736412,310859,310859,310859,310857,0
115,2023-08-09,256179,238839,0.0726,34147,56433,0.3949,23907,18969,0.2603,0.14181472182178648,314241,314241,314241,314233,0
116,2023-08-10,258946,241622,0.0717,34529,56688,0.3909,24148,19315,0.2502,0.13952302243211334,317625,317625,317625,317623,0
117,2023-08-11,261689,244405,0.0707,34916,56942,0.3868,24398,19660,0.241,0.13721819150361206,321007,321007,321007,321003,0
118,2023-08-12,264424,247188,0.0697,35307,57196,0.3827,24653,20005,0.2323,0.13493984074675774,324389,324389,324389,324384,0
119,2023-08-13,267178,249971,0.0688,35705,57451,0.3785,24887,20351,0.2229,0.1326802390678915,327773,327773,327773,327770,0
120,2023-08-14,269882,252754,0.0678,36103,57705,0.3744,25165,20696,0.2159,0.13044948740016005,331155,331155,331155,331150,0
121,2023-08-15,272620,255537,0.0669,36482,57959,0.3706,25432,21041,0.2087,0.1283893859274161,334537,334537,334537,334534,0
122,2023-08-16,275385,258320,0.0661,36834,58213,0.3673,25695,21386,0.2015,0.12651848519911577,337919,337919,337919,337914,0
123,2023-08-17,278128,261102,0.0652,37219,58468,0.3634,25951,21732,0.1941,0.12450556984723207,341302,341302,341302,341298,0
124,2023-08-18,280902,263885,0.0645,37566,58722,0.3603,26211,22077,0.1873,0.12274140952292535,344684,344684,344684,344679,0
125,2023-08-19,283642,266668,0.0637,37935,58976,0.3568,26485,22422,0.1812,0.12089086552550378,348066,348066,348066,348062,0
126,2023-08-20,286392,269451,0.0629,38323,59231,0.353,26731,22768,0.1741,0.11896998150519278,351450,351450,351450,351446,0
127,2023-08-21,289163,272234,0.0622,38667,59485,0.35,26997,23113,0.168,0.11732594579970239,354832,354832,354832,354827,0
128,2023-08-22,291949,275017,0.0616,39030,59739,0.3467,27234,23458,0.161,0.11562083000664407,358214,358214,358214,358213,0
129,2023-08-23,294729,277800,0.0609,39378,59993,0.3436,27481,23803,0.1545,0.11400015486896979,361596,361596,361596,361588,0
130,2023-08-24,297507,280583,0.0603,39742,60248,0.3404,27727,24149,0.1482,0.11235684147076552,364980,364980,364980,364976,0
131,2023-08-25,300307,283366,0.0598,40079,60502,0.3376,27973,24494,0.142,0.11087734348276966,368362,368362,368362,368359,0
132,2023-08-26,303062,286149,0.0591,40472,60756,0.3339,28207,24839,0.1356,0.10912079280364982,371744,371744,371744,371741,0
133,2023-08-27,305732,288932,0.0581,40889,61010,0.3298,28499,25184,0.1316,0.10725996065322052,375126,375126,375126,375120,0
134,2023-08-28,308484,291715,0.0575,41298,61265,0.3259,28728,25530,0.1253,0.10550315711606034,378510,378510,378510,378510,0
135,2023-08-29,311241,294498,0.0569,41690,61519,0.3223,28957,25875,0.1191,0.10383563939543117,381892,381892,381892,381888,0
136,2023-08-30,314003,297281,0.0562,42062,61773,0.3191,29205,26220,0.1138,0.10231160161339722,385274,385274,385274,385270,0
137,2023-08-31,316768,300064,0.0557,42432,62028,0.3159,29455,26566,0.1087,0.1008315794348759,388658,388658,388658,388655,0
138,2023-09-01,319548,302847,0.0551,42794,62282,0.3129,29695,26911,0.1035,0.09941077441077441,392040,392040,392040,392037,0
139,2023-09-02,322345,305630,0.0547,43147,62536,0.31,29928,27256,0.098,0.09806232329005468,395422,395422,395422,395420,0
140,2023-09-03,325119,308413,0.0542,43487,62790,0.3074,30194,27601,0.0939,0.09679441530175224,398804,398804,398804,398800,0
141,2023-09-04,327863,311196,0.0536,43853,63045,0.3044,30468,27947,0.0902,0.09542800879190826,402188,402188,402188,402184,0
142,2023-09-05,330608,313979,0.053,44217,63299,0.3015,30740,28292,0.0865,0.09408733387577976,405570,405570,405570,405565,0
143,2023-09-06,333373,316762,0.0524,44576,63553,0.2986,31001,28637,0.0826,0.09280306735264775,408952,408952,408952,408950,0
144,2023-09-07,336136,319545,0.0519,44948,63808,0.2956,31246,28983,0.0781,0.0914642427534826,412336,412336,412336,412330,0
